locus_tag	ftype	length_bp	gene	EC_number	COG	product
R7A_03157	CDS	1320	cobB	6.3.5.9		Hydrogenobyrinate a,c-diamide synthase
R7A_03158	CDS	819	cobA	2.1.1.107		Uroporphyrinogen-III C-methyltransferase
R7A_03159	CDS	765	cobM	2.1.1.133		Precorrin-4 C(11)-methyltransferase
R7A_03160	CDS	387				hypothetical protein
R7A_03161	CDS	1236	cobL	2.1.1.132		Precorrin-6Y C(5,15)-methyltransferase [decarboxylating]
R7A_03162	CDS	762	cobK	1.3.1.54		Precorrin-6A reductase
R7A_03163	CDS	765	cobJ	2.1.1.131		Precorrin-3B C(17)-methyltransferase
R7A_03164	CDS	771	cobI	2.1.1.130		Precorrin-2 C(20)-methyltransferase
R7A_03165	CDS	633	cobH	5.4.99.61		Precorrin-8X methylmutase
R7A_03166	CDS	1497				hypothetical protein
R7A_03167	CDS	3381				hypothetical protein
R7A_03168	CDS	1038	yjiA_2		COG0523	Uncharacterized GTP-binding protein YjiA
R7A_03169	CDS	429				hypothetical protein
R7A_03170	CDS	1200				hypothetical protein
R7A_03171	CDS	366	ndhC	1.6.5.-		NAD(P)H-quinone oxidoreductase subunit 3
R7A_03172	CDS	582	nuoB	1.6.5.11	COG0377	NADH-quinone oxidoreductase subunit B
R7A_03173	CDS	606	nqo5	1.6.5.11	COG0852	NADH-quinone oxidoreductase chain 5
R7A_03174	CDS	1191	nuoD	1.6.5.11	COG0649	NADH-quinone oxidoreductase subunit D
R7A_03175	CDS	1275	rplU_3			50S ribosomal protein L21
R7A_03176	CDS	1305	nqo1	1.6.5.11	COG1894	NADH-quinone oxidoreductase chain 1
R7A_03177	CDS	696	rplU_4			50S ribosomal protein L21
R7A_03178	CDS	2082	nqo3	1.6.5.11	COG1034	NADH-quinone oxidoreductase chain 3
R7A_03179	CDS	1044	nuoH	1.6.5.11	COG1005	NADH-quinone oxidoreductase subunit H
R7A_03180	CDS	492	nuoI	1.6.5.11	COG1143	NADH-quinone oxidoreductase subunit I
R7A_03181	CDS	621	nuoJ	1.6.5.11	COG0839	NADH-quinone oxidoreductase subunit J
R7A_03182	CDS	309		1.6.5.11	COG0713	NADH-quinone oxidoreductase subunit 11
R7A_03183	CDS	1974	nuoL	1.6.5.11	COG1009	NADH-quinone oxidoreductase subunit L
R7A_03184	CDS	1506	nuoM	1.6.5.11	COG1008	NADH-quinone oxidoreductase subunit M
R7A_03185	CDS	1437	nuoN	1.6.5.11	COG1007	NADH-quinone oxidoreductase subunit N
R7A_03186	CDS	822	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
R7A_03187	CDS	1671	rnj	3.1.-.-	COG0595	Ribonuclease J
R7A_03188	CDS	864				hypothetical protein
R7A_03189	CDS	405				hypothetical protein
R7A_03190	CDS	285				hypothetical protein
R7A_03191	CDS	1329	proS	6.1.1.15	COG0442	Proline--tRNA ligase
R7A_03192	CDS	1287	lolE		COG4591	Lipoprotein-releasing system transmembrane protein LolE
R7A_03193	CDS	681	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
R7A_03194	CDS	294			COG4274	Glutamine synthetase and cystathionine beta-lyase binding protein
R7A_03195	CDS	216				hypothetical protein
R7A_03196	CDS	1251				hypothetical protein
R7A_03197	CDS	780	lipB	2.3.1.181		Octanoyltransferase
R7A_03198	tRNA	85				tRNA-Leu(gag)
R7A_03199	CDS	1326	sasA_8	2.7.-.-		Adaptive-response sensory-kinase SasA
R7A_03200	CDS	786	ompR_5			Transcriptional regulatory protein OmpR
R7A_03201	CDS	870				hypothetical protein
R7A_03202	CDS	963	rclR_4		COG2207	RCS-specific HTH-type transcriptional activator RclR
R7A_03203	CDS	771				hypothetical protein
R7A_03204	CDS	969	carC	3.7.1.13		2-hydroxy-6-oxo-6-(2'-aminophenyl)hexa-2,4-dienoic acid hydrolase
R7A_03205	CDS	495				hypothetical protein
R7A_03206	CDS	900	sucD_2	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
R7A_03207	CDS	1185	sucC_2	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
R7A_03208	CDS	957	mcl1	4.1.3.24	COG2301	L-malyl-CoA/beta-methylmalyl-CoA lyase
R7A_03209	CDS	1191	sgaA	2.6.1.45		Serine--glyoxylate aminotransferase
R7A_03210	CDS	669	narL		COG2197	Probable transcriptional regulatory protein NarL
R7A_03211	CDS	1413	mgtE		COG2239	Magnesium transporter MgtE
R7A_03212	CDS	387				hypothetical protein
R7A_03213	CDS	477				hypothetical protein
R7A_03214	CDS	999				hypothetical protein
R7A_03215	CDS	1200				hypothetical protein
R7A_03216	CDS	1176	cntA	1.14.13.-	COG4638	Carnitine monooxygenase oxygenase subunit
R7A_03217	CDS	180				hypothetical protein
R7A_03218	CDS	816				hypothetical protein
R7A_03219	CDS	516	cobP	2.7.1.156		Bifunctional adenosylcobalamin biosynthesis protein CobP
R7A_03220	CDS	615	cobO	2.5.1.17		Cob(I)yrinic acid a,c-diamide adenosyltransferase
R7A_03221	CDS	948	cobD		COG1270	Cobalamin biosynthesis protein CobD
R7A_03222	CDS	1047	hisC_2	2.6.1.9		Histidinol-phosphate aminotransferase
R7A_03223	CDS	510				hypothetical protein
R7A_03224	CDS	804	mftE	3.5.-.-	COG1402	Putative mycofactocin system creatinine amidohydrolase family protein MftE
R7A_03225	CDS	384				hypothetical protein
R7A_03226	CDS	1005				hypothetical protein
R7A_03227	CDS	774	ssuB_3	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
R7A_03228	CDS	849	ribX_2			Riboflavin transport system permease protein RibX
R7A_03229	CDS	1302	codAch2	3.5.4.11	COG0402	Pterin deaminase
R7A_03230	CDS	1404				hypothetical protein
R7A_03231	CDS	582	azoR_2	1.7.-.-		FMN-dependent NADH-azoreductase
R7A_03232	CDS	588	azoR_3	1.7.-.-		FMN-dependent NADH-azoreductase
R7A_03233	CDS	2448	abo_6	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
R7A_03234	CDS	1182	aruH	2.6.1.84	COG0436	Arginine--pyruvate transaminase AruH
R7A_03235	CDS	906	mmuM	2.1.1.10	COG2040	Homocysteine S-methyltransferase
R7A_03236	CDS	2454	abo_7	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
R7A_03237	CDS	543				hypothetical protein
R7A_03238	CDS	807	nbzA	1.7.1.16		Nitrobenzene nitroreductase
R7A_03239	CDS	1443	hsrA_2			Probable transport protein HsrA
R7A_03240	CDS	588				hypothetical protein
R7A_03241	CDS	3009	soxA_3	1.5.3.1		Sarcosine oxidase subunit alpha
R7A_03242	CDS	297	soxD_3	1.5.3.1		Sarcosine oxidase subunit delta
R7A_03243	CDS	1263	soxB_3	1.5.3.1		Sarcosine oxidase subunit beta
R7A_03244	CDS	2553				hypothetical protein
R7A_03245	CDS	876				hypothetical protein
R7A_03246	CDS	822	rhaR_3			HTH-type transcriptional activator RhaR
R7A_03247	CDS	312				hypothetical protein
R7A_03248	CDS	1434				hypothetical protein
R7A_03249	CDS	1350	dprE1_2	1.1.98.3	COG0277	Decaprenylphosphoryl-beta-D-ribose oxidase
R7A_03250	CDS	435	arnF			4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF
R7A_03251	CDS	1011	oleD_2	1.1.1.412	COG0451	2-alkyl-3-oxoalkanoate reductase
R7A_03252	CDS	1473	pigE	2.6.1.-		Aminotransferase PigE
R7A_03253	CDS	1233				hypothetical protein
R7A_03254	CDS	759				hypothetical protein
R7A_03255	CDS	2562	dmg	1.5.3.10		Dimethylglycine oxidase
R7A_03256	CDS	849				hypothetical protein
R7A_03257	CDS	951				hypothetical protein
R7A_03258	CDS	774	ssuC_3		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
R7A_03259	CDS	798	ssuB_4	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
R7A_03260	CDS	1002	cdhR_7		COG4977	HTH-type transcriptional regulator CdhR
R7A_03261	CDS	135				hypothetical protein
R7A_03262	CDS	186				hypothetical protein
R7A_03263	CDS	900	hdfR_4			HTH-type transcriptional regulator HdfR
R7A_03264	CDS	954				hypothetical protein
R7A_03265	CDS	186				hypothetical protein
R7A_03266	CDS	2070				hypothetical protein
R7A_03267	CDS	243				hypothetical protein
R7A_03268	CDS	975	acsE	2.1.1.258	COG1410	5-methyltetrahydrofolate:corrinoid/iron-sulfur protein co-methyltransferase
R7A_03269	CDS	1092				hypothetical protein
R7A_03270	CDS	597				hypothetical protein
R7A_03271	CDS	303				hypothetical protein
R7A_03272	CDS	783	purN_1	2.1.2.2		Phosphoribosylglycinamide formyltransferase
R7A_03273	CDS	576				hypothetical protein
R7A_03274	CDS	924	fcl_1	1.1.1.271		GDP-L-fucose synthase
R7A_03275	CDS	678				hypothetical protein
R7A_03276	CDS	138				hypothetical protein
R7A_03277	CDS	699	glmS_2	5.4.99.1		Glutamate mutase sigma subunit
R7A_03278	CDS	1575	mtgB_4	2.1.1.-	COG5598	Glycine betaine methyltransferase
R7A_03279	CDS	687				hypothetical protein
R7A_03280	CDS	738				hypothetical protein
R7A_03281	CDS	561	sigE_2		COG1595	ECF RNA polymerase sigma factor SigE
R7A_03282	CDS	2106				hypothetical protein
R7A_03283	CDS	270				hypothetical protein
R7A_03284	CDS	1023	metH	2.1.1.13	COG0646	Methionine synthase
R7A_03285	CDS	858				hypothetical protein
R7A_03286	CDS	1011				hypothetical protein
R7A_03287	CDS	801				hypothetical protein
R7A_03288	CDS	1356	dddP_2	4.4.1.3	COG0006	Dimethlysulfonioproprionate lyase DddP
R7A_03289	CDS	2571	abo_8	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
R7A_03290	CDS	1578	mtgB_5	2.1.1.-	COG5598	Glycine betaine methyltransferase
R7A_03291	CDS	570				hypothetical protein
R7A_03292	CDS	2076		3.4.21.26		Prolyl endopeptidase
R7A_03293	CDS	1380	spuC_2	2.6.1.113	COG0161	Putrescine--pyruvate aminotransferase
R7A_03294	CDS	366				hypothetical protein
R7A_03295	CDS	645				hypothetical protein
R7A_03296	CDS	885	mmsB	1.1.1.31	COG2084	Probable 3-hydroxyisobutyrate dehydrogenase
R7A_03297	CDS	1167	mmgC	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
R7A_03298	CDS	615				hypothetical protein
R7A_03299	CDS	1476	cobQ			Cobyric acid synthase
R7A_03300	CDS	465				hypothetical protein
R7A_03301	CDS	414			COG2764	Uncharacterized protein Rv0887c
R7A_03302	CDS	831				hypothetical protein
R7A_03303	CDS	171				hypothetical protein
R7A_03304	CDS	786	yfcA		COG0730	Probable membrane transporter protein YfcA
R7A_03305	CDS	432				hypothetical protein
R7A_03306	CDS	1623	gsiA_5	3.6.3.-	COG1123	Glutathione import ATP-binding protein GsiA
R7A_03307	CDS	870	gsiD_4		COG1173	Glutathione transport system permease protein GsiD
R7A_03308	CDS	948	gsiC_5		COG0601	Glutathione transport system permease protein GsiC
R7A_03309	CDS	1479	dppA_2		COG0747	Periplasmic dipeptide transport protein
R7A_03310	CDS	1278	dapE_3	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
R7A_03311	CDS	432				hypothetical protein
R7A_03312	CDS	1284				hypothetical protein
R7A_03313	CDS	1218		1.18.1.2		Ferredoxin--NADP reductase
R7A_03314	CDS	834				hypothetical protein
R7A_03315	CDS	987	lpxL	2.3.1.241		Lipid A biosynthesis lauroyltransferase
R7A_03316	CDS	1029		1.3.1.103		2-haloacrylate reductase
R7A_03317	CDS	1272	fabF_3	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
R7A_03318	CDS	1191				hypothetical protein
R7A_03319	CDS	282	acpXL		COG0236	Acyl carrier protein AcpXL
R7A_03320	CDS	1143				hypothetical protein
R7A_03321	CDS	1008				IS110 family transposase ISMdi14B
R7A_03322	tRNA	74				tRNA-Tyr(ata)
R7A_03323	CDS	549				hypothetical protein
R7A_03324	CDS	3021				hypothetical protein
R7A_03325	CDS	951				hypothetical protein
R7A_03326	CDS	1458	davD_2	1.2.1.20	COG1012	Glutarate-semialdehyde dehydrogenase DavD
R7A_03327	CDS	1023	mro	5.1.3.3	COG2017	Aldose 1-epimerase
R7A_03328	CDS	921	kdgK_2	2.7.1.45	COG0524	2-dehydro-3-deoxygluconokinase
R7A_03329	CDS	549				hypothetical protein
R7A_03330	CDS	1200	ccp	1.11.1.5	COG1858	Cytochrome c551 peroxidase
R7A_03331	CDS	453	lrp_7		COG1522	Leucine-responsive regulatory protein
R7A_03332	CDS	3609	putA		COG0506	Bifunctional protein PutA
R7A_03333	CDS	315	isdG	1.14.99.3		Heme oxygenase (staphylobilin-producing)
R7A_03334	CDS	990				hypothetical protein
R7A_03335	CDS	444				hypothetical protein
R7A_03336	CDS	2190	hemR		COG1629	Hemin receptor
R7A_03337	CDS	207				hypothetical protein
R7A_03338	CDS	1062	hemS		COG3720	Hemin transport protein HemS
R7A_03339	CDS	891	hmuT		COG4558	Hemin-binding periplasmic protein HmuT
R7A_03340	CDS	1104	btuC			Vitamin B12 import system permease protein BtuC
R7A_03341	CDS	792	hmuV_1	3.6.3.-		Hemin import ATP-binding protein HmuV
R7A_03342	CDS	462	nsrR_2		COG1959	HTH-type transcriptional repressor NsrR
R7A_03343	CDS	1296				hypothetical protein
R7A_03344	CDS	429				hypothetical protein
R7A_03345	CDS	498		4.2.1.17	COG2030	Probable enoyl-CoA hydratase 1
R7A_03346	CDS	1473	ribZ			Riboflavin transporter RibZ
R7A_03347	CDS	891	pcpR			PCP degradation transcriptional activation protein
R7A_03348	CDS	1419	norG_1		COG1167	HTH-type transcriptional regulator NorG
R7A_03349	CDS	864				hypothetical protein
R7A_03350	CDS	1041		1.1.1.1		Alcohol dehydrogenase
R7A_03351	CDS	651	nagL	5.2.1.4		Maleylpyruvate isomerase
R7A_03352	CDS	699				hypothetical protein
R7A_03353	CDS	684	degU_2		COG2197	Transcriptional regulatory protein DegU
R7A_03354	CDS	507				hypothetical protein
R7A_03355	CDS	1341	rpfC	2.7.13.3	COG0642	Sensory/regulatory protein RpfC
R7A_03356	CDS	1137				hypothetical protein
R7A_03357	CDS	501	cutS	1.2.5.3		Carbon monoxide dehydrogenase small chain
R7A_03358	CDS	2349	cutL_1	1.2.5.3		Carbon monoxide dehydrogenase large chain
R7A_03359	CDS	798	cutM	1.2.5.3		Carbon monoxide dehydrogenase medium chain
R7A_03360	CDS	1023	oatA_2	2.3.1.-		O-acetyltransferase OatA
R7A_03361	CDS	498				hypothetical protein
R7A_03362	CDS	489				hypothetical protein
R7A_03363	CDS	759	cutC		COG3142	Copper homeostasis protein CutC
R7A_03364	CDS	456				hypothetical protein
R7A_03365	CDS	432				hypothetical protein
R7A_03366	CDS	201				hypothetical protein
R7A_03367	CDS	192				hypothetical protein
R7A_03368	CDS	1809				hypothetical protein
R7A_03369	CDS	132				hypothetical protein
R7A_03370	CDS	126				hypothetical protein
R7A_03371	CDS	306				hypothetical protein
R7A_03372	tRNA	75				tRNA-Asn(gtt)
R7A_03373	CDS	222				hypothetical protein
R7A_03374	CDS	156				hypothetical protein
R7A_03375	tRNA	74				tRNA-Cys(gca)
R7A_03376	CDS	669	pcm_3	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
R7A_03377	CDS	1401	bepC			Outer membrane efflux protein BepC
R7A_03378	CDS	855				hypothetical protein
R7A_03379	CDS	633				hypothetical protein
R7A_03380	CDS	2784	valS	6.1.1.9	COG0525	Valine--tRNA ligase
R7A_03381	CDS	1248				hypothetical protein
R7A_03382	CDS	1725	ilvD_2	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
R7A_03383	CDS	831				hypothetical protein
R7A_03384	CDS	318				hypothetical protein
R7A_03385	CDS	795	xthA_3	3.1.11.2	COG0708	Exodeoxyribonuclease III
R7A_03386	CDS	393				hypothetical protein
R7A_03387	CDS	348	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
R7A_03388	CDS	1215				Deoxyguanosinetriphosphate triphosphohydrolase-like protein
R7A_03389	CDS	1758	argS	6.1.1.19		Arginine--tRNA ligase
R7A_03390	CDS	3384				hypothetical protein
R7A_03391	CDS	1020	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
R7A_03392	CDS	804	scpA		COG1354	Segregation and condensation protein A
R7A_03393	CDS	765	scpB_1			Segregation and condensation protein B
R7A_03394	CDS	222	tatA		COG1826	Sec-independent protein translocase protein TatA
R7A_03395	CDS	783	tatB			Sec-independent protein translocase protein TatB
R7A_03396	CDS	876	tatC		COG0805	Sec-independent protein translocase protein TatC
R7A_03397	CDS	1305	serS	6.1.1.11	COG0172	Serine--tRNA ligase
R7A_03398	CDS	759	surE	3.1.3.5	COG0496	5'-nucleotidase SurE
R7A_03399	CDS	654	pcm_4	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
R7A_03400	CDS	1548				hypothetical protein
R7A_03401	CDS	891				hypothetical protein
R7A_03402	CDS	840	rhaR_4			HTH-type transcriptional activator RhaR
R7A_03403	CDS	891				hypothetical protein
R7A_03404	CDS	342				hypothetical protein
R7A_03405	CDS	2550	secDF		COG0341	Protein translocase subunit SecDF
R7A_03406	CDS	396				hypothetical protein
R7A_03407	CDS	906				hypothetical protein
R7A_03408	CDS	429				hypothetical protein
R7A_03409	CDS	951				hypothetical protein
R7A_03410	CDS	1419	trmFO	2.1.1.74	COG1206	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
R7A_03411	CDS	141				hypothetical protein
R7A_03412	CDS	141				hypothetical protein
R7A_03413	CDS	1119				hypothetical protein
R7A_03414	CDS	585				hypothetical protein
R7A_03415	CDS	852				hypothetical protein
R7A_03416	tRNA	85				tRNA-Leu(tag)
R7A_03417	CDS	411	rutC_2	1.-.-.-		Putative aminoacrylate peracid reductase RutC
R7A_03418	CDS	702				hypothetical protein
R7A_03419	tRNA	85				tRNA-Leu(tag)
R7A_03420	CDS	1479	tig	5.2.1.8		Trigger factor
R7A_03421	CDS	525				hypothetical protein
R7A_03422	CDS	381				hypothetical protein
R7A_03423	CDS	936	ctaB_1	2.5.1.-	COG0109	Protoheme IX farnesyltransferase
R7A_03424	CDS	813				hypothetical protein
R7A_03425	CDS	474				hypothetical protein
R7A_03426	CDS	402				hypothetical protein
R7A_03427	CDS	720	cyoC_1		COG1845	Cytochrome bo(3) ubiquinol oxidase subunit 3
R7A_03428	CDS	705				hypothetical protein
R7A_03429	CDS	1770	coxN	1.9.3.1	COG0843	Alternative cytochrome c oxidase subunit 1
R7A_03430	CDS	885	coxM_2	1.9.3.1	COG1622	Alternative cytochrome c oxidase subunit 2
R7A_03431	CDS	681				hypothetical protein
R7A_03432	CDS	249				hypothetical protein
R7A_03433	CDS	807	pldh-t_1	1.1.1.107		Pyridoxal 4-dehydrogenase
R7A_03434	CDS	948	lcdH_3	1.1.1.108		L-carnitine dehydrogenase
R7A_03435	CDS	963	kce_2	2.3.1.247	COG3246	3-keto-5-aminohexanoate cleavage enzyme
R7A_03436	CDS	780				hypothetical protein
R7A_03437	CDS	762			COG2003	UPF0758 protein
R7A_03438	CDS	828	map_3	3.4.11.18	COG0024	Methionine aminopeptidase
R7A_03439	CDS	417				hypothetical protein
R7A_03440	CDS	240				hypothetical protein
R7A_03441	CDS	297				hypothetical protein
R7A_03442	CDS	10980				hypothetical protein
R7A_03443	CDS	1227				hypothetical protein
R7A_03444	CDS	441				hypothetical protein
R7A_03445	CDS	354				hypothetical protein
R7A_03446	CDS	537	dnaJ_3			Chaperone protein DnaJ
R7A_03447	CDS	372				hypothetical protein
R7A_03448	CDS	135				hypothetical protein
R7A_03449	tRNA	75				tRNA-Glu(ttc)
R7A_03450	CDS	1257				hypothetical protein
R7A_03451	CDS	1836	phaC	2.3.1.-	COG3243	Poly(3-hydroxyalkanoate) polymerase subunit PhaC
R7A_03452	CDS	396				hypothetical protein
R7A_03453	CDS	1218	alaC	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaC
R7A_03454	CDS	1314	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
R7A_03455	CDS	360				hypothetical protein
R7A_03456	CDS	168				hypothetical protein
R7A_03457	CDS	984	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase class 2
R7A_03458	CDS	225				hypothetical protein
R7A_03459	CDS	1776	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
R7A_03460	CDS	567	yyaP_4		COG0262	Uncharacterized protein YyaP
R7A_03461	CDS	972			COG1752	Uncharacterized NTE family protein Rv1063c
R7A_03462	CDS	489	hisI	3.5.4.19		Phosphoribosyl-AMP cyclohydrolase
R7A_03463	CDS	636	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
R7A_03464	CDS	447				hypothetical protein
R7A_03465	CDS	924	gcvA_7			Glycine cleavage system transcriptional activator
R7A_03466	CDS	159				hypothetical protein
R7A_03467	CDS	375	yidD			Putative membrane protein insertion efficiency factor
R7A_03468	CDS	828	bla	3.5.2.6		Beta-lactamase OXA-18
R7A_03469	CDS	840		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase Rv1729c
R7A_03470	CDS	1977	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
R7A_03471	CDS	939				hypothetical protein
R7A_03472	CDS	963				hypothetical protein
R7A_03473	CDS	585	ydjA	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YdjA
R7A_03474	CDS	609				hypothetical protein
R7A_03475	CDS	711				hypothetical protein
R7A_03476	CDS	675				hypothetical protein
R7A_03477	CDS	1902				hypothetical protein
R7A_03478	CDS	882	mcl2_2	3.1.2.30	COG2301	(3S)-malyl-CoA thioesterase
R7A_03479	CDS	453	mch	4.2.1.148	COG2030	Mesaconyl-CoA hydratase
R7A_03480	CDS	1125				hypothetical protein
R7A_03481	CDS	2067	aaeB			p-hydroxybenzoic acid efflux pump subunit AaeB
R7A_03482	CDS	2067	parE	5.99.1.3	COG0187	DNA topoisomerase 4 subunit B
R7A_03483	CDS	906				hypothetical protein
R7A_03484	CDS	1446				hypothetical protein
R7A_03485	CDS	270				hypothetical protein
R7A_03486	CDS	1215				hypothetical protein
R7A_03487	CDS	1422				hypothetical protein
R7A_03488	CDS	966				hypothetical protein
R7A_03489	CDS	966				hypothetical protein
R7A_03490	CDS	621				hypothetical protein
R7A_03491	CDS	846				hypothetical protein
R7A_03492	CDS	828				hypothetical protein
R7A_03493	CDS	444				hypothetical protein
R7A_03494	CDS	1176				hypothetical protein
R7A_03495	CDS	2811	gcvP	1.4.4.2	COG0403	Glycine dehydrogenase (decarboxylating)
R7A_03496	CDS	369	gcvH		COG0509	Glycine cleavage system H protein
R7A_03497	CDS	1101	gcvT_3	2.1.2.10		Aminomethyltransferase
R7A_03498	CDS	1002				hypothetical protein
R7A_03499	CDS	810	yedY1		COG2041	Putative protein-methionine-sulfoxide reductase subunit YedZ1
R7A_03500	CDS	882				hypothetical protein
R7A_03501	CDS	678				hypothetical protein
R7A_03502	CDS	468	yaiI		COG1671	UPF0178 protein YaiI
R7A_03503	CDS	570	gfa	4.4.1.22	COG3791	Glutathione-dependent formaldehyde-activating enzyme
R7A_03504	CDS	1128	flhA_2	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
R7A_03505	CDS	2013	accA1_1		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
R7A_03506	CDS	3528	dnaE1	2.7.7.7		DNA polymerase III subunit alpha
R7A_03507	CDS	762				hypothetical protein
R7A_03508	CDS	882	ribN_4			Riboflavin transporter
R7A_03509	CDS	507				hypothetical protein
R7A_03510	CDS	1374	dinB	2.7.7.7		DNA polymerase IV
R7A_03511	CDS	588				hypothetical protein
R7A_03512	CDS	1656				hypothetical protein
R7A_03513	CDS	654				hypothetical protein
R7A_03514	CDS	300				hypothetical protein
R7A_03515	CDS	372	divK			Polar-differentiation response regulator DivK
R7A_03516	CDS	1374	pleD			Response regulator PleD
R7A_03517	CDS	1467	otcC_2	1.14.13.38		Anhydrotetracycline monooxygenase
R7A_03518	CDS	783	nanR_1			Transcriptional regulator NanR
R7A_03519	CDS	1188	mccB	4.4.1.1	COG0626	Cystathionine gamma-lyase
R7A_03520	CDS	1278				hypothetical protein
R7A_03521	CDS	924	ycjO_3		COG1175	Inner membrane ABC transporter permease protein YcjO
R7A_03522	CDS	849	ycjP_5		COG0395	Inner membrane ABC transporter permease protein YcjP
R7A_03523	CDS	1068	ugpC_11	3.6.3.20	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
R7A_03524	CDS	168	rpmG		COG0267	50S ribosomal protein L33
R7A_03525	CDS	459				hypothetical protein
R7A_03526	CDS	1179	ycaD_3			Uncharacterized MFS-type transporter YcaD
R7A_03527	CDS	741				hypothetical protein
R7A_03528	CDS	453				hypothetical protein
R7A_03529	CDS	2307	rnr_1	3.1.13.1	COG0557	Ribonuclease R
R7A_03530	CDS	2622	topA	5.99.1.2	COG0550	DNA topoisomerase 1
R7A_03531	CDS	378				hypothetical protein
R7A_03532	CDS	747	dsbD	1.8.1.8		Thiol:disulfide interchange protein DsbD
R7A_03533	CDS	1377	glmU			Bifunctional protein GlmU
R7A_03534	CDS	297				hypothetical protein
R7A_03535	CDS	1824	nodM_1	2.6.1.16		Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
R7A_03536	CDS	753				hypothetical protein
R7A_03537	CDS	2109	recG	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
R7A_03538	CDS	288				hypothetical protein
R7A_03539	CDS	3498	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
R7A_03540	CDS	1374	aroH	2.5.1.54	COG3200	Phospho-2-dehydro-3-deoxyheptonate aldolase
R7A_03541	CDS	1071	vdcA	2.7.7.65		Diguanylate cyclase VdcA
R7A_03542	CDS	417				hypothetical protein
R7A_03543	CDS	360	dgkA	2.7.1.107	COG0818	Diacylglycerol kinase
R7A_03544	CDS	588				hypothetical protein
R7A_03545	CDS	564				hypothetical protein
R7A_03546	CDS	717				hypothetical protein
R7A_03547	CDS	1677	nadE_1	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
R7A_03548	CDS	411				hypothetical protein
R7A_03549	CDS	1824		3.6.3.-		Putative multidrug export ATP-binding/permease protein SA1683
R7A_03550	CDS	1221				hypothetical protein
R7A_03551	CDS	1374	gltX1_2	6.1.1.17	COG0008	Glutamate--tRNA ligase 1
R7A_03552	CDS	1203				hypothetical protein
R7A_03553	CDS	681				hypothetical protein
R7A_03554	CDS	2325	dme	1.1.1.39	COG0280	NAD-dependent malic enzyme
R7A_03555	CDS	780	fabG_15	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
R7A_03556	CDS	816	lpxH	3.6.1.54		UDP-2,3-diacylglucosamine hydrolase
R7A_03557	CDS	1266	hcaT			Probable 3-phenylpropionic acid transporter
R7A_03558	CDS	984	ycjG	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
R7A_03559	CDS	1188				hypothetical protein
R7A_03560	CDS	810	mlaF	3.6.3.-	COG1127	Probable phospholipid import ATP-binding protein MlaF
R7A_03561	CDS	1374				hypothetical protein
R7A_03562	CDS	651				hypothetical protein
R7A_03563	CDS	6375				hypothetical protein
R7A_03564	CDS	207				hypothetical protein
R7A_03565	CDS	369				hypothetical protein
R7A_03566	CDS	321	fdxE		COG0633	Ferredoxin-6
R7A_03567	CDS	1032		1.18.1.2	COG0492	Ferredoxin--NADP reductase
R7A_03568	CDS	1482	bmr3			Multidrug resistance protein 3
R7A_03569	CDS	621				hypothetical protein
